url,milk,country,region,family,type,fat_content,calcium_content,texture,rind,color,flavor,aroma,vegetarian,vegan,synonyms,alt_spellings,producers
https://www.cheese.com/vegan-bree/,plant-based,United Kingdom,NA,NA,soft,NA,NA,"creamy, soft-ripened",bloomy,white,"buttery, earthy, mushroomy","earthy, mild",TRUE,TRUE,NA,NA,Honestly Tasty
https://www.cheese.com/bresse-bleu/,cow,France,NA,Blue,"soft, blue-veined",NA,NA,creamy,NA,white,creamy,"milky, mushroom",FALSE,FALSE,Bleu de Bresse,NA,NA
https://www.cheese.com/vegan-brick-lane-bree-cheese/,plant-based,United Kingdom,NA,NA,soft,NA,NA,"buttery, creamy, gooey, soft",mold ripened,cream,"buttery, mild, mushroomy","buttery, mild, mushroom",TRUE,TRUE,NA,NA,La Fauxmagerie
https://www.cheese.com/brick/,cow,United States,Wisconsin,NA,"semi-hard, smear-ripened",NA,NA,"open, smooth",washed,ivory,"mild, nutty, sweet, tangy","pungent, rich",FALSE,FALSE,NA,NA,NA
https://www.cheese.com/brie/,cow,France,NA,Brie,"soft, artisan",NA,NA,"buttery, soft-ripened",bloomy,cream,mild,"buttery, mild",FALSE,FALSE,NA,NA,NA
https://www.cheese.com/brie-au-poivre-brie-with-pepper/,cow,France,NA,Brie,"soft, soft-ripened",NA,NA,creamy,bloomy,NA,"creamy, spicy",spicy,NA,NA,NA,NA,NA
https://www.cheese.com/brie-de-meaux/,cow,France,Ile de France,Brie,"soft, artisan, soft-ripened",NA,NA,"creamy, smooth",bloomy,straw,milky,"buttery, sweet",NA,NA,NA,NA,NA
https://www.cheese.com/brie-de-melun/,cow,France,Ile de France,Brie,"semi-soft, soft-ripened",45%,NA,firm,bloomy,yellow,"salty, sharp, sour, strong","grassy, musty",NA,NA,Brie Noir,NA,NA
https://www.cheese.com/brillat-savarin/,cow,France,Ile de France,NA,"soft, artisan",75%,NA,"creamy, dense",mold ripened,white,"buttery, nutty, sour",milky,FALSE,FALSE,NA,NA,NA
https://www.cheese.com/brightwell-ash/,goat,United Kingdom,South East England,NA,"semi-firm, artisan",NA,NA,smooth,ash coated,pale white,"citrusy, nutty, tangy",mild,TRUE,FALSE,NA,NA,NA
https://www.cheese.com/brin-damour/,sheep,France,NA,NA,"semi-soft, artisan",NA,NA,"creamy, firm",NA,white,"citrusy, mild",herbal,NA,NA,NA,NA,NA
https://www.cheese.com/briquette-de-brebis/,sheep,France,Averyon,NA,soft,NA,NA,creamy,natural,white,nutty,nutty,NA,NA,NA,NA,NA
https://www.cheese.com/vegan-brixton-blue-cheese/,plant-based,United Kingdom,NA,NA,semi-firm,NA,NA,"creamy, semi firm, soft-ripened",mold ripened,blue,"creamy, full-flavored, piquant, tangy, umami","earthy, fermented, pungent, strong",TRUE,TRUE,NA,NA,La Fauxmagerie
https://www.cheese.com/brocciu/,"goat, sheep",France,Corsica,Cottage,"fresh soft, whey",40-50%,NA,"creamy, crumbly, smooth",rindless,white,"milky, sweet",sweet,NA,NA,"Brocciu AOC, Brocciu AOP",NA,NA
https://www.cheese.com/bryndza/,sheep,"Hungary, Poland, Slovakia",NA,NA,"soft, artisan",NA,NA,spreadable,rindless,white,"mild, salty",NA,NA,NA,"Slovensk√° bryndza, Bryndza Podhala≈Ñska, Liptauer, Brinza, brynza","ovƒia bryndza, Slovenska bryndza, Bryndza Podhalanska",NA
https://www.cheese.com/branza-de-burduf/,sheep,Romania,Romanian Carpathians,NA,"soft, artisan",NA,NA,,natural,white,"salty, spicy",woody,FALSE,FALSE,"Brinza (Burduf Brinza), Br√¢nzƒÉ frƒÉm√¢ntatƒÉ",NA,NA
https://www.cheese.com/brousse-du-rove/,"cow, goat, sheep",France,"Bas-Languedoc, Comtat Venaissin",NA,"soft, artisan",NA,NA,creamy,NA,white,"mild, sweet",milky,FALSE,FALSE,NA,NA,NA
https://www.cheese.com/brunost/,"cow, goat","Denmark, Finland, Germany, Iceland, Norway, Sweden",NA,NA,"semi-soft, whey",27 g/100g,360 mg/100g,dense,natural,brown,"caramel, sweet",NA,NA,NA,"mysost, mesost, meesjuusto, mysuostur, myseost, Braunk√§se, geitost, Ekte Geitost, Gudbrandsdalsost",NA,NA
https://www.cheese.com/buchette-de-manon/,goat,France,NA,NA,soft,NA,NA,creamy,natural,cream,mild,clean,FALSE,FALSE,NA,NA,NA
https://www.cheese.com/buche-de-chevre/,goat,France,NA,NA,"soft, soft-ripened",NA,NA,creamy,NA,white,sweet,NA,NA,NA,"B√ªche de ch√®vre, Buche de ch√®vre",NA,NA
https://www.cheese.com/burgos/,"cow, sheep",Spain,Castille-Leon,NA,fresh soft,46-60%,NA,creamy,rindless,white,"mild, milky",fresh,FALSE,FALSE,"Queso de Burgos, Fromage Burgos, Burgos k√§se",NA,NA
https://www.cheese.com/burwash-rose/,cow,"England, Great Britain, United Kingdom","Stonegate, East Sussex",NA,"semi-soft, artisan",NA,NA,"creamy, springy",washed,cream,creamy,"aromatic, floral",TRUE,FALSE,NA,NA,Traditional Cheese Dairy
https://www.cheese.com/butterkase/,cow,"Austria, Germany",NA,NA,semi-soft,50%,NA,"creamy, smooth, spreadable",natural,pale yellow,"buttery, mild",NA,FALSE,FALSE,"butter cheese, Butterk√§se",NA,NA
https://www.cheese.com/burrata/,water buffalo,"Italy, United States",Apulia,Mozzarella,"fresh soft, artisan",NA,NA,"creamy, stringy",leaf wrapped,white,"buttery, milky","fresh, milky",FALSE,FALSE,NA,NA,NA
https://www.cheese.com/caboc/,cow,Scotland,NA,NA,soft,NA,NA,"creamy, smooth",natural,white,"buttery, creamy","buttery, fresh",NA,NA,NA,NA,Highland Fine Cheeses Limited
https://www.cheese.com/cabecou/,goat,France,Midi-Pyrenees,NA,"soft, artisan",NA,NA,"creamy, smooth",leaf wrapped,white,"smooth, tangy",aromatic,FALSE,FALSE,NA,NA,NA
https://www.cheese.com/cabrales/,cow,Spain,NA,Blue,"semi-hard, artisan, blue-veined",NA,NA,"creamy, firm",NA,NA,"acidic, salty, sharp",strong,NA,NA,"Cabrales DOP, Cabrales PDO",Queso de Cabrales,NA
https://www.cheese.com/cabot-clothbound/,cow,United States,Vermont,Cheddar,"hard, artisan",NA,NA,"crumbly, flaky",natural,yellow,"nutty, savory, sweet, tangy",NA,FALSE,FALSE,Cheddar Clothbound,NA,"Cabot Creamery , Jasper Hill Farm"
https://www.cheese.com/cacio-de-roma/,sheep,Italy,NA,NA,"semi-soft, artisan",20%,NA,semi firm,NA,ivory,mild,sweet,FALSE,FALSE,Rustico Red Pepper Pecorino,NA,NA
https://www.cheese.com/cachaille/,goat,France,Puimichel in Provence Alpes,NA,soft,NA,NA,,NA,NA,NA,NA,FALSE,FALSE,"wrestling, fuorte, toupina",NA,NA
https://www.cheese.com/caciocavallo-di-bufala/,water buffalo,Italy,NA,Pasta filata,"semi-hard, artisan",NA,NA,smooth,NA,NA,savory,earthy,NA,NA,NA,NA,NA
https://www.cheese.com/caciocavallo/,cow,Italy,NA,Pasta filata,semi-hard,NA,NA,"elastic, firm",natural,NA,NA,earthy,NA,NA,NA,NA,NA
https://www.cheese.com/caciotta/,"cow, goat, sheep, water buffalo",Italy,NA,NA,"semi-soft, artisan",NA,NA,"compact, firm",NA,NA,mild,NA,NA,NA,NA,NA,NA
https://www.cheese.com/cahills-irish-porter-cheddar/,cow,Ireland,NA,Cheddar,"semi-hard, artisan",NA,NA,firm,NA,brownish yellow,"full-flavored, tangy",rich,NA,NA,Original Irish Porter,NA,Cahills Farm Cheese
https://www.cheese.com/caerphilly/,cow,"United Kingdom, Wales","Wales, London",Cheddar,hard,48%,NA,"crumbly, dense",natural,white,"citrusy, mild, tangy",fresh,NA,NA,"Duckett's Caerphilly, Duckett's Aged Caerphilly",NA,NA
https://www.cheese.com/caciotta-al-tartufo/,"cow, sheep",Italy,"Umbria, Lazio",Caciotta,"semi-soft, artisan",NA,NA,firm,natural,ivory,"spicy, tangy",earthy,NA,NA,NA,Caciotta Al Tartufo with Black Truffles,NA
https://www.cheese.com/cambazola/,cow,Germany,NA,Blue,"soft, soft-ripened",NA,NA,creamy,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA
https://www.cheese.com/calenzana/,"goat, sheep",France,Upper Corsica,NA,"semi-soft, artisan",NA,NA,creamy,natural,pale yellow,strong,rich,FALSE,FALSE,Calinzanincu,NA,NA
https://www.cheese.com/cambozola-grand-noir/,cow,Germany,Allg√§u,Blue,"semi-soft, blue-veined",NA,NA,creamy,waxed,pale yellow,"sharp, sweet",aromatic,TRUE,FALSE,"Cambozola Black Label, Cambozola Classic, Cambozola Finesse, Cambozola Balance, Cambozola",NA,K√§serei Champignon
https://www.cheese.com/camembert-calvados/,cow,France,NA,NA,"soft, semi-soft",NA,NA,"creamy, smooth, springy",NA,yellow,savory,"aromatic, fruity",NA,NA,NA,NA,NA
https://www.cheese.com/camembert/,cow,France,NA,Camembert,"soft, artisan",NA,NA,"smooth, soft-ripened",NA,pale yellow,sweet,"buttery, rich",NA,NA,"Camembert Le Ch√¢telain, Camembert St Loup, Camembert Le Chatelain",NA,NA
https://www.cheese.com/camembert-de-normandie/,cow,France,Normandy,Camembert,"soft, soft-ripened",NA,NA,creamy,bloomy,pale yellow,creamy,NA,NA,NA,"Camembert de Normandie AOC, Camembert de Normandie PDO",NA,NA
https://www.cheese.com/cana-de-cabra/,goat,Spain,Murcia,NA,"semi-soft, soft-ripened",NA,NA,creamy,bloomy,ivory,"creamy, mild","mild, mushroom",NA,NA,"MitiCana de Cabra, MitiCa√±a¬Æ de Cabra",NA,NA
https://www.cheese.com/canarejal/,sheep,Spain,NA,NA,soft,NA,NA,"gooey, runny, smooth",NA,pale yellow,NA,NA,NA,NA,NA,NA,NA
https://www.cheese.com/canastra-cheese/,cow,Brazil,"Serra da Canastra, Minas Gerais state",NA,artisan,NA,NA,,NA,yellow,spicy,aromatic,NA,NA,Queijo Canastra,NA,NA
https://www.cheese.com/cantal/,cow,France,NA,NA,"semi-hard, artisan",NA,NA,firm,natural,pale yellow,NA,NA,NA,NA,"Cantal jeune, Cantal entre-deux, Cantal vieux",NA,NA
https://www.cheese.com/cancoillotte-cancoyotte/,cow,France,NA,NA,soft,NA,NA,,NA,NA,NA,NA,FALSE,FALSE,Cancoyotte,NA,NA
https://www.cheese.com/canestrato/,"goat, sheep",Italy,Moliterno,NA,"hard, artisan",NA,NA,"dense, flaky",NA,straw,full-flavored,"spicy, strong",NA,NA,"Canestrato di Moliterno, Canestrato di Moliterno IGP",NA,Casa Madaio
https://www.cheese.com/caprice-des-dieux/,cow,France,Illoud (Haute-Marne),NA,"soft, soft-ripened",60%,NA,"creamy, smooth",bloomy,white,"buttery, nutty, smooth",fresh,TRUE,FALSE,NA,NA,Savencia Fromage & Dairy
https://www.cheese.com/capricorn-somerset-goats-cheese/,goat,England,Somerset,NA,"soft, artisan",NA,NA,"creamy, crumbly, firm, smooth",bloomy,white,nutty,NA,TRUE,FALSE,NA,NA,Lactalis McLelland Ltd
https://www.cheese.com/carboncino/,"cow, goat, sheep",Italy,NA,NA,fresh soft,NA,NA,"creamy, gooey, runny, soft",NA,white,NA,NA,NA,NA,NA,NA,NA
https://www.cheese.com/cardo/,goat,"England, Scotland, Wales","Timsbury, Somerset",NA,"semi-soft, artisan",NA,NA,"firm, open, runny",washed,ivory,"floral, pungent, savory",pungent,TRUE,FALSE,NA,NA,NA
https://www.cheese.com/carrick/,cow,Scotland,NA,NA,"hard, organic",NA,NA,creamy,edible,cream,citrusy,earthy,TRUE,FALSE,NA,NA,The Ethical Dairy
https://www.cheese.com/carre-de-lest/,cow,France,NA,NA,soft,NA,NA,smooth,washed,pale yellow,smokey,NA,NA,NA,NA,NA,NA
https://www.cheese.com/castelo-branco/,"goat, sheep",Portugal,"Castelo Branco, Fund√£o and Idanha-a-Nova",NA,"semi-soft, artisan",45%,NA,"brittle, creamy, crumbly, firm, smooth",natural,pale yellow,"sour, spicy, tangy",aromatic,TRUE,FALSE,NA,Queijo de Castelo Branco,NA
https://www.cheese.com/casatica/,water buffalo,Italy,Lombardy,NA,"semi-soft, artisan, soft-ripened",NA,NA,"creamy, soft-ripened",bloomy,white,"creamy, subtle","aromatic, milky, pleasant, rich",FALSE,FALSE,Casatica di Bufala,NA,NA
https://www.cheese.com/castelmagno/,"cow, goat, sheep",Italy,Piedmont,Blue,semi-hard,34.2 g/100g,4768 mg/100g,"crumbly, dense, grainy",washed,ivory,"sharp, spicy, strong",strong,FALSE,FALSE,NA,"Castelmagno PDO, Castelmagno di alpeggio, Castelmagno prodotto della montagna",NA
https://www.cheese.com/cashel-blue/,cow,Ireland,NA,Blue,"semi-soft, blue-veined",NA,NA,creamy,natural,blue,tangy,sweet,TRUE,FALSE,NA,NA,J&L Grubb Ltd.
https://www.cheese.com/castillon-frais/,sheep,France,NA,NA,fresh soft,NA,NA,"creamy, open",rindless,white,"citrusy, creamy, floral, herbaceous","clean, floral, fresh",FALSE,FALSE,Fresh Castillon,NA,David and Fanette Ladu
https://www.cheese.com/casu-marzu/,sheep,"France, Italy","Sardinia (Italy), Southern Corsica (France)",NA,"soft, soft-ripened",NA,NA,soft-ripened,natural,NA,NA,NA,NA,NA,"casu modde, casu cund√≠du, casu fr√†zigu, formaggio marcio, Casu martzu, Casgiu merzu",NA,NA
https://www.cheese.com/catupiry/,cow,Brazil,NA,NA,"soft, processed",NA,NA,"creamy, spreadable",NA,white,"creamy, mild, milky","fresh, milky",FALSE,FALSE,"Catupiry Original, Catupiry Light",NA,NA
https://www.cheese.com/caws-cenarth-black-sheep/,sheep,Wales,NA,NA,semi-hard,NA,NA,buttery,NA,cream,NA,NA,NA,NA,NA,NA,NA
https://www.cheese.com/caws-penhelyg-abaty/,cow,Wales,NA,NA,soft,NA,NA,gooey,NA,white,NA,NA,NA,NA,NA,NA,NA
https://www.cheese.com/cave-aged-marisa/,sheep,United States,Wisconsin,NA,"semi-hard, artisan",NA,NA,firm,natural,pale yellow,"sweet, tangy",sweet,NA,NA,NA,NA,Carr Valley Cheese Company
https://www.cheese.com/caveman-blue/,cow,United States,Oregon,Blue,"semi-hard, blue-veined",NA,NA,"creamy, dense",natural,pale yellow,"buttery, mushroomy",fresh,TRUE,FALSE,NA,NA,Rogue Creamery
https://www.cheese.com/celtic-promise/,cow,United Kingdom,Ceredigion,NA,"semi-soft, artisan",NA,NA,creamy,washed,yellow,full-flavored,pungent,TRUE,FALSE,NA,NA,Teifi Farmhouse Cheese
https://www.cheese.com/cendre-dolivet/,cow,France,Centre-Val de Loire,NA,"soft, artisan",45%,NA,"smooth, supple",natural,ivory,"mild, smooth","earthy, pungent",FALSE,FALSE,NA,Olivet Cendre,NA
https://www.cheese.com/chabichou-du-poitou/,goat,France,NA,NA,"semi-soft, artisan",NA,NA,creamy,NA,white,"salty, sweet, tangy",goaty,NA,NA,"Chabichou du Poitou AOP, Chabichou du Poitou AOC",NA,NA
https://www.cheese.com/chaource/,cow,France,NA,NA,"soft, soft-ripened",NA,NA,"creamy, runny",NA,cream,creamy,NA,NA,NA,NA,NA,NA
https://www.cheese.com/charolais/,goat,France,Bourgogne,NA,semi-soft,NA,NA,firm,NA,NA,"acidic, salty, sweet",subtle,FALSE,FALSE,Charoles,NA,NA
https://www.cheese.com/chaumes/,cow,France,St Antoine,NA,"soft, semi-soft, soft-ripened",50%,NA,"creamy, smooth, springy, supple",washed,pale yellow,"full-flavored, nutty","aromatic, strong",FALSE,FALSE,NA,Chaumes la Cr√®me,NA
https://www.cheese.com/chavroux/,goat,France,NA,NA,soft,12%,NA,"creamy, spreadable",NA,white,"creamy, mild","fresh, goaty",NA,NA,NA,NA,NA
https://www.cheese.com/cheddar-with-irish-porter/,cow,Ireland,Kilmallock County Limerick,Cheddar,"semi-hard, artisan",NA,NA,smooth,NA,pale yellow,"fruity, tangy","pungent, rich",NA,NA,Irish Porter,NA,NA
https://www.cheese.com/cheddar/,cow,England,NA,Cheddar,hard,NA,NA,compact,NA,pale yellow,"creamy, sharp",NA,NA,NA,NA,NA,NA
https://www.cheese.com/cheshire/,cow,United Kingdom,NA,NA,hard,NA,NA,"crumbly, dense",cloth wrapped,orange,earthy,"grassy, spicy",NA,NA,Appleby's Cheshire,NA,Appleby's
https://www.cheese.com/chhurpi/,"cow, yak","China, Nepal, Tibet",NA,Cottage,"soft, hard, artisan",NA,NA,dense,natural,pale yellow,tangy,NA,NA,NA,"Durkha, Chhur singba, Sherkam, Chhur mingba",Churpi,NA
https://www.cheese.com/cheese-curds/,,"Canada, India, United States",NA,Cheddar,fresh firm,NA,NA,"firm, springy",natural,white,"mild, milky",fresh,NA,NA,"Squeaky Cheese, cheeseballs, paneer, Boivin Cheddar Curds",NA,NA
https://www.cheese.com/chocolate-lab/,cow,United States,Fairview,NA,"hard, artisan",NA,NA,firm,washed,pale yellow,"pungent, sharp, sweet",rich,NA,NA,NA,NA,Looking Glass Creamery
https://www.cheese.com/chevre/,goat,France,NA,NA,NA,NA,NA,,NA,white,tangy,goaty,NA,NA,"Goat cheese, Chevre, Ch√®vre",NA,NA
https://www.cheese.com/clava-brie/,cow,Scotland,NA,NA,soft,NA,NA,"buttery, creamy, soft",bloomy,straw,"mushroomy, pungent, rustic, vegetal","garlicky, herbal, mushroom, pungent",TRUE,FALSE,NA,NA,Connage Highland Dairy
https://www.cheese.com/coalho/,cow,Brazil,Northeastern Brazil,NA,semi-hard,NA,NA,"elastic, firm, springy",natural,yellow,"acidic, salty",fresh,FALSE,FALSE,"Queijo coalho, Queijo de coalho , Rennet Cheese",NA,NA
https://www.cheese.com/coastal-cheddar/,cow,England,Dorset,Cheddar,firm,NA,NA,,rindless,pale yellow,"crunchy, sweet",nutty,NA,NA,NA,NA,Ford Farm
https://www.cheese.com/colony-cheese/,,Brazil,Rio Grande do Sul,NA,"semi-hard, artisan",NA,NA,"creamy, open, soft, supple",natural,pale yellow,"creamy, pungent, spicy","lactic, pungent, spicy",NA,NA,"queijo de col√¥nia, Queijo col√¥nia, queijo colonial",NA,NA
https://www.cheese.com/colby/,cow,United States,"Colby, Wisconsin",Cheddar,semi-hard,NA,NA,"firm, open, springy",rindless,yellow,sweet,"mild, sweet",FALSE,FALSE,NA,Colby Swiss Cheddar,NA
https://www.cheese.com/colby-jack/,,United States,NA,Monterey Jack,"semi-soft, processed",NA,NA,smooth,rindless,NA,"creamy, sweet, tangy",NA,NA,NA,"Marble jack, Cojack, Co-jack, Colby Jack",NA,NA
https://www.cheese.com/colston-bassett-stilton/,cow,"England, Great Britain, United Kingdom",East Midlands,Blue,"semi-hard, artisan",33%,NA,"buttery, creamy",natural,cream,"buttery, fruity",NA,FALSE,FALSE,NA,NA,Colston Bassett Dairy Limited
https://www.cheese.com/comte-12-months/,cow,France,NA,NA,semi-hard,NA,NA,buttery,washed,yellow,milky,nutty,FALSE,FALSE,Comt√© Grande R√©serve 12-18 months,NA,JuraFlore
https://www.cheese.com/colorouge/,cow,United States,Colorado,NA,"soft, artisan, smear-ripened",12%,NA,"creamy, soft",washed,white,"acidic, buttery, creamy, earthy","buttery, earthy, mild, spicy",NA,NA,MouCo ColoRouge,NA,MouCo Cheese Company
https://www.cheese.com/comte-18-months/,cow,France,NA,NA,hard,NA,NA,firm,natural,yellow,fruity,nutty,FALSE,FALSE,Comt√© Grande R√©serve 18-24 months,NA,JuraFlore
https://www.cheese.com/comte/,cow,France,NA,NA,"semi-hard, artisan",NA,NA,"dense, firm",natural,pale yellow,NA,NA,NA,NA,NA,NA,NA
https://www.cheese.com/condio/,cow,Italy,"Piave Valley, Italy",NA,"semi-soft, artisan",NA,NA,"creamy, smooth, soft",natural,ivory,"herbaceous, piquant, spicy","pungent, spicy",FALSE,FALSE,NA,NA,NA
https://www.cheese.com/coolea/,cow,Ireland,NA,Gouda,hard,NA,NA,firm,NA,NA,sweet,NA,TRUE,FALSE,NA,NA,Coolea Farmhouse Cheese Limited
https://www.cheese.com/cornish-brie/,cow,"England, Great Britain, United Kingdom",Cornwall,Brie,"soft, artisan, soft-ripened",NA,NA,"creamy, soft-ripened",bloomy,yellow,"creamy, mild",NA,NA,NA,NA,NA,"Cornish Cheese Company Ltd, Cornish Country Larder ltd."
https://www.cheese.com/cornish-blue/,cow,England,Cornwall,Blue,"semi-soft, artisan",NA,NA,"buttery, dense",NA,NA,"creamy, mild, sweet","buttery, mild, sweet",TRUE,FALSE,NA,NA,Cornish Cheese Company Ltd
https://www.cheese.com/cornish-kern/,,,Cornwall,Cornish,NA,NA,NA,,washed,NA,NA,NA,TRUE,FALSE,NA,NA,Lynher Dairies
https://www.cheese.com/cornish-yarg/,cow,England,NA,Cornish,"hard, artisan",NA,NA,"creamy, crumbly",leaf wrapped,NA,mushroomy,fresh,TRUE,FALSE,NA,NA,Lynher Dairies
https://www.cheese.com/cornish-wild-garlic-yarg/,cow,England,NA,NA,"semi-firm, artisan",NA,NA,crumbly,leaf wrapped,pale yellow,garlicky,"garlicky, herbal",TRUE,FALSE,Cornish Garlic Yarg,NA,Lynher Dairies
https://www.cheese.com/corra-linn/,sheep,Scotland,NA,NA,firm,NA,NA,crumbly,cloth wrapped,ivory,caramel,buttery,NA,NA,NA,NA,Errington Cheese Ltd.
https://www.cheese.com/cote-hill-blue/,cow,"England, United Kingdom",Lincolnshire,Blue,"soft, artisan, blue-veined",NA,NA,creamy,natural,cream,"buttery, salty, sharp, smokey , smooth","smokey, strong",TRUE,FALSE,NA,NA,Cote Hill Farm
https://www.cheese.com/cotija/,cow,Mexico,NA,NA,"hard, artisan",NA,NA,"crumbly, dense",rindless,white,"salty, strong",NA,NA,NA,"Queso Cincho, Queso Seco",NA,NA
https://www.cheese.com/cottage-cheese-australian/,cow,Australia,NA,Cottage,fresh soft,NA,NA,"crumbly, firm, grainy",rindless,white,"mild, sweet","lactic, milky",TRUE,FALSE,NA,NA,NA
https://www.cheese.com/cotswold/,cow,"England, United Kingdom",Gloucestershire County,NA,semi-firm,NA,NA,"creamy, smooth",natural,NA,"sweet, tangy",NA,FALSE,FALSE,"Double Gloucester with Chives, Double Gloucester with Onion and Chives, English Cotswold",NA,NA
https://www.cheese.com/cotherstone/,cow,"England, United Kingdom",Cotherstone,NA,"semi-hard, artisan",45%,NA,"crumbly, open",waxed,pale yellow,"acidic, citrusy, tangy",fresh,NA,NA,NA,NA,NA
https://www.cheese.com/cougar-gold/,cow,United States,"Pullman, Washington",Cheddar,semi-soft,14%,NA,"creamy, crumbly, crystalline, firm, smooth",rindless,white,"nutty, sharp",NA,FALSE,FALSE,NA,NA,WSU Creamery
https://www.cheese.com/coulommiers/,cow,France,NA,Brie,"soft, artisan",NA,NA,creamy,bloomy,NA,"buttery, nutty",NA,NA,NA,NA,NA,NA
https://www.cheese.com/cottage-cheese/,cow,"United Kingdom, United States",NA,Cottage,"soft, artisan, processed",NA,NA,"creamy, crumbly",rindless,white,sweet,NA,TRUE,FALSE,NA,NA,NA
https://www.cheese.com/cows-milk-gouda/,cow,United States,Maine,Gouda,"semi-hard, artisan",NA,NA,"compact, creamy, crumbly, dense",natural,NA,"caramel, nutty",NA,NA,NA,NA,NA,Fuzzy Udder Creamery
https://www.cheese.com/coverdale/,cow,"England, United Kingdom",North Yorkshire,NA,"hard, artisan",NA,NA,"creamy, firm, open",natural,white,"buttery, lemony, mild, sharp",NA,TRUE,FALSE,NA,NA,Wensleydale Creamery
https://www.cheese.com/coupole/,goat,United States,Vermont,NA,"soft, artisan",NA,NA,"buttery, creamy, dense, fluffy",mold ripened,pale yellow,"mild, milky","fresh, mild, milky",TRUE,FALSE,NA,NA,Vermont Creamery
https://www.cheese.com/cravero-parmigiano-reggiano/,cow,Italy,Modena,Parmesan,"hard, artisan",NA,NA,dense,natural,golden yellow,"bitter, creamy, nutty, savory, smooth, sweet","aromatic, fruity",FALSE,FALSE,"San Pietro, Baruffi",NA,G. Cravero Sas
